voivo,county,district,school_type,min_ratio,max_ratio,avg_ratio
24,3,8,Przedszkole,3.4,9.125,7.335197368421053
24,3,8,Szkoła podstawowa,5.333333333333333,9.651162790697674,7.108902508878451
24,3,9,Liceum ogólnokształcące,8.333333333333334,8.333333333333334,8.333333333333334
24,3,9,Przedszkole,6.916666666666667,24.0,12.643333333333333
24,3,9,Szkoła podstawowa,3.5652173913043477,8.4,6.1169690412236095
24,3,10,Gimnazjum,2.5625,2.5625,2.5625
24,3,10,Liceum ogólnokształcące,6.2,8.846153846153847,7.523076923076923
24,3,10,Przedszkole,4.428571428571429,13.333333333333334,8.76374007936508
24,3,10,Szkoła podstawowa,2.7333333333333334,8.857142857142858,7.497116315753806
24,3,10,Technikum,7.2,8.4375,7.81875
24,3,11,Przedszkole,2.0555555555555554,12.25,8.622951007326007
24,3,11,Szkoła podstawowa,3.0555555555555554,8.884615384615385,6.743457186935448
24,3,12,Przedszkole,1.9444444444444444,11.5,6.722222222222222
24,3,12,Szkoła podstawowa,5.428571428571429,11.058823529411764,9.094765406162466
24,4,1,Przedszkole,8.5,12.25,10.166666666666666
24,4,1,Szkoła podstawowa,2.92,10.927272727272728,7.208894205209996
24,4,2,Przedszkole,8.416666666666666,8.416666666666666,8.416666666666666
24,4,2,Szkoła podstawowa,2.4705882352941178,8.083333333333334,5.51797385620915
24,4,3,Liceum ogólnokształcące,6.6,6.6,6.6
24,4,3,Przedszkole,5.111111111111111,8.181818181818182,6.646464646464646
24,4,3,Szkoła podstawowa,3.9130434782608696,7.608695652173913,5.8100000000000005
24,4,3,Technikum,3.619047619047619,3.619047619047619,3.619047619047619
24,4,4,Liceum ogólnokształcące,2.7333333333333334,2.7333333333333334,2.7333333333333334
24,4,4,Przedszkole,8.6,8.6,8.6
24,4,4,Szkoła podstawowa,8.568181818181818,8.568181818181818,8.568181818181818
24,4,5,Przedszkole,8.090909090909092,9.583333333333334,8.837121212121213
24,4,5,Szkoła podstawowa,3.1904761904761907,8.384615384615385,5.865111343682772
24,4,6,Liceum ogólnokształcące,6.111111111111111,6.111111111111111,6.111111111111111
24,4,6,Przedszkole,4.9,7.3076923076923075,6.120512820512821
24,4,6,Szkoła podstawowa,3.4,7.525,5.5768854300385104
24,4,6,Technikum,8.583333333333334,8.583333333333334,8.583333333333334
24,4,7,Przedszkole,5.714285714285714,17.5,11.06077097505669
24,4,7,Szkoła podstawowa,4.153846153846154,9.368421052631579,5.672020315864594
24,4,8,Liceum ogólnokształcące,4.333333333333333,4.333333333333333,4.333333333333333
24,4,8,Przedszkole,4.083333333333333,7.6,5.407264957264957
24,4,8,Szkoła podstawowa,3.3,6.44,4.591818181818182
24,4,9,Gimnazjum,11.2,11.2,11.2
24,4,9,Przedszkole,10.571428571428571,10.571428571428571,10.571428571428571
24,4,9,Szkoła podstawowa,2.9411764705882355,7.535714285714286,4.591084160937102
24,4,10,Przedszkole,2.2,14.0,9.353333333333332
24,4,10,Szkoła podstawowa,2.9,8.220588235294118,5.390858553566354
24,4,11,Przedszkole,6.0,11.5,8.732305194805194
24,4,11,Szkoła podstawowa,4.12,7.157894736842105,5.482615809979637
24,4,12,Przedszkole,12.571428571428571,12.571428571428571,12.571428571428571
24,4,12,Szkoła podstawowa,5.625,10.583333333333334,7.745
24,4,13,Przedszkole,4.142857142857143,9.25,7.355158730158731
24,4,13,Szkoła podstawowa,3.8,7.297872340425532,5.856132354642993
24,4,14,Gimnazjum,12.5,12.5,12.5
24,4,14,Przedszkole,2.0,9.555555555555555,5.777777777777778
24,4,14,Szkoła podstawowa,3.0526315789473686,7.291666666666667,4.5777290448343075
24,4,15,Przedszkole,8.777777777777779,11.0,10.083333333333334
24,4,15,Szkoła podstawowa,4.636363636363637,9.818181818181818,7.554057239057239
24,4,16,Przedszkole,12.25,12.25,12.25
24,4,16,Szkoła podstawowa,7.102564102564102,7.102564102564102,7.102564102564102
24,5,1,Liceum ogólnokształcące,9.941176470588236,10.64,10.290588235294118
24,5,1,Przedszkole,4.75,16.5,9.604518398268398
24,5,1,Szkoła podstawowa,2.037037037037037,13.788461538461538,9.707991174143547
24,5,1,Technikum,8.416666666666666,10.357142857142858,9.386904761904763
24,5,2,Liceum ogólnokształcące,2.75,9.5,6.125
24,5,2,Przedszkole,6.923076923076923,12.846153846153847,10.808846153846154
24,5,2,Szkoła podstawowa,2.3636363636363638,8.883720930232558,6.790958543118012
24,5,3,Przedszkole,8.8,11.916666666666666,9.956944444444444
24,5,3,Szkoła podstawowa,7.181818181818182,9.764705882352942,8.411500964021974
24,5,4,Przedszkole,8.0,13.083333333333334,10.605555555555556
24,5,4,Szkoła podstawowa,6.2631578947368425,11.724137931034482,9.263723723342599
24,5,5,Przedszkole,6.0,12.5,9.225
24,5,5,Szkoła podstawowa,3.8125,8.84,5.618070474566638
24,5,6,Przedszkole,2.8,9.125,6.3100000000000005
24,5,6,Szkoła podstawowa,3.727272727272727,7.777777777777778,5.599476911976912
24,5,7,Przedszkole,8.076923076923077,8.076923076923077,8.076923076923077
24,5,7,Szkoła podstawowa,4.523809523809524,9.742857142857142,6.401918505942274
24,5,8,Przedszkole,12.555555555555555,15.0,13.777777777777779
24,5,8,Szkoła podstawowa,6.75,11.357142857142858,9.646825396825397
24,6,1,Liceum ogólnokształcące,5.1,8.0,6.566666666666666
24,6,1,Przedszkole,5.0,10.466666666666667,8.210465724751439
24,6,1,Szkoła podstawowa,2.6,8.581395348837209,6.004228800499851
24,6,1,Technikum,6.407407407407407,8.363636363636363,7.385521885521886
24,6,2,Liceum ogólnokształcące,9.416666666666666,9.416666666666666,9.416666666666666
24,6,2,Przedszkole,10.7,10.7,10.7
24,6,2,Szkoła podstawowa,4.269230769230769,6.891304347826087,5.271743387047735
24,6,3,Przedszkole,7.0,12.25,9.988095238095239
24,6,3,Szkoła podstawowa,4.333333333333333,7.607142857142857,6.2351190476190474
24,6,4,Przedszkole,8.5,11.166666666666666,10.097222222222221
24,6,4,Szkoła podstawowa,3.1666666666666665,10.048780487804878,7.530149051490515
24,6,5,Szkoła podstawowa,3.3181818181818183,10.0,5.958265345765345
24,6,6,Przedszkole,5.0,8.11111111111111,6.87037037037037
24,6,6,Szkoła podstawowa,2.6666666666666665,8.137931034482758,6.018199233716476
24,6,7,Przedszkole,7.5,16.333333333333332,10.266666666666666
24,6,7,Szkoła podstawowa,4.352941176470588,8.933333333333334,6.569754901960783
24,6,8,Przedszkole,9.785714285714286,9.785714285714286,9.785714285714286
24,6,8,Szkoła podstawowa,5.09375,7.711538461538462,6.402644230769231
24,6,9,Przedszkole,8.785714285714286,11.5,9.88063909774436
24,6,9,Szkoła podstawowa,1.6,9.027027027027026,5.990053915211238
24,7,1,Liceum ogólnokształcące,7.044444444444444,11.625,9.173888888888888
24,7,1,Przedszkole,3.2,12.0,7.667004363158208
24,7,1,Szkoła podstawowa,6.095238095238095,10.306122448979592,9.218823615816095
24,7,1,Technikum,9.363636363636363,9.6,9.48181818181818
24,7,2,Gimnazjum,15.5,15.5,15.5
24,7,2,Przedszkole,5.0,12.333333333333334,8.666666666666668
24,7,2,Szkoła podstawowa,0.5714285714285714,10.615384615384615,5.593406593406593
24,7,3,Przedszkole,6.7727272727272725,8.714285714285714,7.743506493506493
24,7,3,Szkoła podstawowa,3.0,9.333333333333334,6.472110814022579
24,7,4,Przedszkole,11.0,14.571428571428571,12.69047619047619
24,7,4,Szkoła podstawowa,4.928571428571429,10.10344827586207,7.8240065681445
24,7,5,Gimnazjum,8.5,8.5,8.5
24,7,5,Przedszkole,7.363636363636363,11.461538461538462,9.275058275058276
24,7,5,Szkoła podstawowa,5.416666666666667,8.722222222222221,7.44859514687101
24,7,6,Przedszkole,2.0,12.333333333333334,8.897916666666667
24,7,6,Szkoła podstawowa,3.142857142857143,9.14,6.397562419562419
24,7,7,Przedszkole,4.0,8.4,6.677777777777778
24,7,7,Szkoła podstawowa,2.1052631578947367,9.096774193548388,4.4311026574543995
24,7,8,Gimnazjum,0.2,0.2,0.2
24,7,8,Liceum ogólnokształcące,3.4615384615384617,3.4615384615384617,3.4615384615384617
24,7,8,Przedszkole,2.25,12.7,8.22142857142857
24,7,8,Szkoła podstawowa,1.85,8.909090909090908,6.364283602815817
24,8,1,Liceum ogólnokształcące,11.11111111111111,11.11111111111111,11.11111111111111
24,8,1,Przedszkole,5.166666666666667,8.875,7.734668109668109
24,8,1,Szkoła podstawowa,6.464285714285714,9.8,7.991651896490606
24,8,1,Technikum,8.222222222222221,8.222222222222221,8.222222222222221
24,8,2,Liceum ogólnokształcące,8.181818181818182,11.479166666666666,9.830492424242424
24,8,2,Przedszkole,5.4,11.166666666666666,7.126127912703543
24,8,2,Szkoła podstawowa,1.9,7.835820895522388,5.760129212723104
24,8,2,Technikum,8.819672131147541,8.819672131147541,8.819672131147541
24,8,3,Przedszkole,3.8333333333333335,13.285714285714286,8.64526862026862
24,8,3,Szkoła podstawowa,6.555555555555555,8.422222222222222,7.482099355114698
24,8,4,Przedszkole,7.8,12.052631578947368,9.926315789473684
24,8,4,Szkoła podstawowa,10.81132075471698,10.81132075471698,10.81132075471698
24,8,4,Technikum,4.684210526315789,4.684210526315789,4.684210526315789
24,8,5,Przedszkole,3.0714285714285716,11.666666666666666,7.3473660111818
24,8,5,Szkoła podstawowa,7.818181818181818,9.666666666666666,8.742424242424242
24,9,1,Liceum ogólnokształcące,8.2,15.0,11.330232558139533
24,9,1,Przedszkole,5.0,11.666666666666666,8.624053724053724
24,9,1,Szkoła podstawowa,3.8333333333333335,10.674418604651162,7.8066799879647775
24,9,1,Technikum,11.11111111111111,11.11111111111111,11.11111111111111
24,9,2,Liceum ogólnokształcące,7.571428571428571,7.571428571428571,7.571428571428571
24,9,2,Przedszkole,9.083333333333334,9.083333333333334,9.083333333333334
24,9,2,Szkoła podstawowa,1.88,9.233333333333333,5.761105224698575
24,9,3,Gimnazjum,8.5,8.5,8.5
24,9,3,Przedszkole,7.5,12.5,9.444444444444445
24,9,3,Szkoła podstawowa,2.9,17.666666666666668,8.307590862431928
24,9,4,Przedszkole,9.416666666666666,11.466666666666667,10.441666666666666
24,9,4,Szkoła podstawowa,2.4615384615384617,7.774193548387097,5.093987833889657
24,9,5,Gimnazjum,4.190476190476191,4.190476190476191,4.190476190476191
24,9,5,Liceum ogólnokształcące,8.75,11.571428571428571,10.160714285714285
24,9,5,Przedszkole,10.5,10.5,10.5
24,9,5,Szkoła podstawowa,2.5454545454545454,7.590163934426229,4.526379536358154
24,9,5,Technikum,10.11111111111111,10.11111111111111,10.11111111111111
24,10,1,Przedszkole,4.166666666666667,8.285714285714286,6.299267399267399
24,10,1,Szkoła podstawowa,2.3043478260869565,8.507246376811594,5.405797101449275
24,10,2,Przedszkole,10.0,10.0,10.0
24,10,2,Szkoła podstawowa,10.130434782608695,10.130434782608695,10.130434782608695
24,10,3,Liceum ogólnokształcące,2.5,6.130434782608695,4.315217391304348
24,10,3,Przedszkole,7.583333333333333,11.875,9.633888888888889
24,10,3,Szkoła podstawowa,7.5964912280701755,9.40625,8.806166331232122
24,10,3,Technikum,5.076923076923077,7.0,6.038461538461538
24,10,4,Liceum ogólnokształcące,8.375,8.375,8.375
24,10,4,Przedszkole,3.5,13.333333333333334,9.811577311577311
24,10,4,Szkoła podstawowa,6.545454545454546,10.176470588235293,8.061245091454463
24,10,4,Technikum,8.68421052631579,8.68421052631579,8.68421052631579
24,10,5,Gimnazjum,0.75,2.727272727272727,1.7386363636363635
24,10,5,Liceum ogólnokształcące,8.133333333333333,13.7,10.261441441441441
24,10,5,Przedszkole,2.8125,11.363636363636363,7.837351257836737
24,10,5,Szkoła podstawowa,0.9411764705882353,9.947368421052632,6.607786451280429
24,10,5,Technikum,7.056179775280899,9.210526315789474,8.133353045535188
24,10,6,Przedszkole,8.6,10.75,9.932857142857141
24,10,6,Szkoła podstawowa,6.208333333333333,8.788461538461538,7.542278533171191
24,11,1,Gimnazjum,1.0,7.111111111111111,4.055555555555555
24,11,1,Liceum ogólnokształcące,0.5625,52.333333333333336,15.517920058410489
24,11,1,Przedszkole,2.6666666666666665,12.5,8.53127011877012
24,11,1,Szkoła podstawowa,0.42857142857142855,9.310344827586206,5.435637540228363
24,11,1,Technikum,1.3076923076923077,12.627450980392156,8.723198125404007
24,11,2,Przedszkole,8.5,12.5,10.571428571428571
24,11,2,Szkoła podstawowa,5.32,8.642857142857142,7.027893772893773
24,11,3,Przedszkole,7.75,11.0,9.294444444444444
24,11,3,Szkoła podstawowa,3.6875,7.970588235294118,5.1568627450980395
24,11,4,Przedszkole,3.142857142857143,9.153846153846153,6.876831501831503
24,11,4,Szkoła podstawowa,5.65,8.696969696969697,7.088253588516747
24,11,5,Przedszkole,3.5714285714285716,14.4,8.719780219780219
24,11,5,Szkoła podstawowa,5.130434782608695,9.372093023255815,7.500842601954837
24,11,6,Przedszkole,6.5,12.5,9.125
24,11,6,Szkoła podstawowa,2.5,9.7,5.05
24,11,7,Przedszkole,9.5,12.5,11.556818181818182
24,11,7,Szkoła podstawowa,3.0,10.63888888888889,5.95230463980464
24,11,8,Przedszkole,2.142857142857143,12.0,7.113095238095238
24,11,8,Szkoła podstawowa,1.6666666666666667,6.5,3.7773809523809523
24,12,1,Liceum ogólnokształcące,3.5,10.571428571428571,7.035714285714286
24,12,1,Przedszkole,1.5,12.125,8.240983738483738
24,12,1,Szkoła podstawowa,1.5357142857142858,10.606060606060606,7.741956138079017
24,12,1,Technikum,10.395348837209303,10.395348837209303,10.395348837209303
24,12,2,Przedszkole,9.0,12.125,11.147916666666667
24,12,2,Szkoła podstawowa,7.814814814814815,8.65,8.304590800477898
24,12,3,Przedszkole,11.7,11.7,11.7
24,12,3,Szkoła podstawowa,9.508474576271187,9.508474576271187,9.508474576271187
24,12,4,Przedszkole,6.5,11.416666666666666,9.104166666666666
24,12,4,Szkoła podstawowa,5.357142857142857,9.666666666666666,7.140786749482402
24,12,5,Przedszkole,8.9375,13.277777777777779,11.160648148148148
24,12,5,Szkoła podstawowa,9.261904761904763,10.285714285714286,9.65873015873016
24,13,1,Gimnazjum,4.4,7.0,5.7
24,13,1,Przedszkole,4.428571428571429,12.0,9.276785714285715
24,13,1,Szkoła podstawowa,4.4,10.307692307692308,7.944230769230768
24,13,2,Przedszkole,8.333333333333334,21.0,12.354166666666668
24,13,2,Szkoła podstawowa,6.75,8.54,7.645
24,13,3,Liceum ogólnokształcące,0.75,7.05,3.9
24,13,3,Przedszkole,1.736842105263158,12.5,8.385087719298246
24,13,3,Szkoła podstawowa,2.3666666666666667,8.565217391304348,5.830499060019801
24,13,3,Technikum,6.285714285714286,6.285714285714286,6.285714285714286
24,13,4,Liceum ogólnokształcące,6.333333333333333,34.90909090909091,15.116162844907029
24,13,4,Przedszkole,2.0,20.0,8.862967366641454
24,13,4,Szkoła podstawowa,2.1666666666666665,11.06060606060606,8.382376814843331
24,13,4,Technikum,6.107142857142857,11.0,8.289159370321876
24,13,5,Przedszkole,6.25,7.5,6.875
24,13,5,Szkoła podstawowa,4.885714285714286,5.105263157894737,4.995488721804511
24,13,6,Przedszkole,6.666666666666667,9.285714285714286,8.126984126984127
24,13,6,Szkoła podstawowa,2.05,9.4,6.374404761904762
24,13,7,Przedszkole,6.0,12.1,8.526818181818182
24,13,7,Szkoła podstawowa,4.878787878787879,9.39622641509434,8.00947838919537
24,13,7,Technikum,7.314285714285714,7.314285714285714,7.314285714285714
24,13,8,Przedszkole,6.090909090909091,10.583333333333334,8.424747474747475
24,13,8,Szkoła podstawowa,4.523809523809524,7.804347826086956,6.079082752995796
24,13,8,Technikum,5.580645161290323,5.580645161290323,5.580645161290323
24,13,9,Liceum ogólnokształcące,9.333333333333334,9.333333333333334,9.333333333333334
24,13,9,Przedszkole,7.0,10.0,8.44355413105413
24,13,9,Szkoła podstawowa,4.0,9.0,5.884611437413162
24,14,1,Liceum ogólnokształcące,8.75,9.193548387096774,8.971774193548388
24,14,1,Przedszkole,6.766666666666667,11.7,8.771106821106821
24,14,1,Szkoła podstawowa,9.752808988764045,10.101123595505618,9.926966292134832
24,14,1,Technikum,10.270833333333334,10.270833333333334,10.270833333333334
24,14,2,Przedszkole,15.75,15.75,15.75
24,14,2,Szkoła podstawowa,9.390243902439025,9.924528301886792,9.657386102162908
24,14,3,Liceum ogólnokształcące,5.333333333333333,5.333333333333333,5.333333333333333
24,14,3,Przedszkole,8.416666666666666,8.67741935483871,8.547043010752688
24,14,3,Szkoła podstawowa,7.2727272727272725,10.058823529411764,8.892328259975319
24,14,3,Technikum,7.821428571428571,7.821428571428571,7.821428571428571
24,14,4,Przedszkole,16.65,16.65,16.65
24,14,4,Szkoła podstawowa,4.222222222222222,8.303571428571429,6.493094007628891
24,14,5,Przedszkole,15.375,15.375,15.375
24,14,5,Szkoła podstawowa,5.043478260869565,10.186046511627907,7.614762386248737
24,15,1,Przedszkole,7.818181818181818,14.6,10.98939393939394
24,15,1,Szkoła podstawowa,7.0,10.689655172413794,8.79132860040568
24,15,1,Technikum,11.75,11.75,11.75
24,15,2,Przedszkole,7.0,13.461538461538462,10.437796771130104
24,15,2,Szkoła podstawowa,7.526315789473684,11.625,8.663922970874298
24,15,3,Liceum ogólnokształcące,7.161290322580645,7.161290322580645,7.161290322580645
24,15,3,Przedszkole,7.866666666666666,12.0,9.637160062160062
24,15,3,Szkoła podstawowa,8.378378378378379,12.076923076923077,9.712474012474013
24,15,3,Technikum,8.5,8.5,8.5
24,15,4,Liceum ogólnokształcące,1.9285714285714286,13.5,8.661453436135314
24,15,4,Przedszkole,5.235294117647059,15.0,11.131000525210085
24,15,4,Szkoła podstawowa,5.064516129032258,11.636363636363637,9.111024164797206
24,15,4,Technikum,1.2352941176470589,11.721311475409836,7.832164866277691
24,15,5,Przedszkole,10.333333333333334,12.0,10.975970695970698
24,15,5,Szkoła podstawowa,6.571428571428571,9.904761904761905,8.068313385960446
24,15,6,Przedszkole,6.25,12.375,9.585033022533024
24,15,6,Szkoła podstawowa,5.428571428571429,10.305555555555555,8.243420395818651
24,15,7,Przedszkole,7.6923076923076925,11.916666666666666,9.647435897435898
24,15,7,Szkoła podstawowa,8.675,9.076923076923077,8.875961538461539
24,15,8,Przedszkole,12.647058823529411,12.647058823529411,12.647058823529411
24,15,8,Szkoła podstawowa,4.888888888888889,10.03921568627451,7.4640522875816995
24,15,9,Liceum ogólnokształcące,5.2,5.2,5.2
24,15,9,Przedszkole,9.642857142857142,13.454545454545455,11.5487012987013
24,15,9,Szkoła podstawowa,6.411764705882353,10.0,8.212254901960785
24,16,1,Liceum ogólnokształcące,7.0,7.0,7.0
24,16,1,Przedszkole,13.285714285714286,13.285714285714286,13.285714285714286
24,16,1,Szkoła podstawowa,5.642857142857143,11.324324324324325,8.483590733590734
24,16,1,Technikum,8.615384615384615,8.615384615384615,8.615384615384615
24,16,2,Gimnazjum,2.0,2.0,2.0
24,16,2,Liceum ogólnokształcące,3.2857142857142856,63.0,22.235296010296008
24,16,2,Przedszkole,5.0,11.666666666666666,8.592393162393163
24,16,2,Szkoła podstawowa,0.8888888888888888,13.25,7.220978657704274
24,16,2,Technikum,6.787878787878788,9.777777777777779,8.651561645476454
24,16,3,Szkoła podstawowa,10.037037037037036,10.037037037037036,10.037037037037036
24,16,4,Przedszkole,4.111111111111111,13.5,10.303703703703704
24,16,4,Szkoła podstawowa,3.0833333333333335,10.166666666666666,5.644991582491582
24,16,5,Liceum ogólnokształcące,9.0,9.0,9.0
24,16,5,Przedszkole,10.571428571428571,11.928571428571429,11.25
24,16,5,Szkoła podstawowa,2.8846153846153846,9.733333333333333,5.975877881468695
24,16,5,Technikum,8.571428571428571,8.571428571428571,8.571428571428571
24,16,6,Przedszkole,9.538461538461538,9.538461538461538,9.538461538461538
24,16,6,Szkoła podstawowa,5.962962962962963,8.479166666666666,6.767080026455027
24,16,7,Liceum ogólnokształcące,9.941176470588236,9.941176470588236,9.941176470588236
24,16,7,Przedszkole,12.5,13.3,12.9
24,16,7,Szkoła podstawowa,7.5,8.4,7.953846153846154
24,16,8,Gimnazjum,3.1333333333333333,11.0,5.877777777777777
24,16,8,Liceum ogólnokształcące,10.444444444444445,10.444444444444445,10.444444444444445
24,16,8,Przedszkole,10.5,13.0,11.62121212121212
24,16,8,Szkoła podstawowa,3.8125,7.5,5.891983695652174
24,16,9,Gimnazjum,3.1538461538461537,3.1538461538461537,3.1538461538461537
24,16,9,Przedszkole,8.0,8.0,8.0
24,16,9,Szkoła podstawowa,4.352941176470588,9.689655172413794,7.02129817444219
24,16,10,Przedszkole,15.142857142857142,15.142857142857142,15.142857142857142
24,16,10,Szkoła podstawowa,4.590909090909091,8.88888888888889,6.73989898989899
24,16,10,Technikum,4.542857142857143,4.542857142857143,4.542857142857143
24,17,1,Gimnazjum,1.6842105263157894,2.25,1.946324143692565
24,17,1,Liceum ogólnokształcące,1.6153846153846154,16.3,8.366072023895251
24,17,1,Przedszkole,2.75,11.0,6.22438571919996
24,17,1,Szkoła podstawowa,1.5357142857142858,10.161290322580646,5.913399982296311
24,17,1,Technikum,5.928571428571429,12.790697674418604,9.466469092922582
24,17,2,Przedszkole,5.25,7.428571428571429,6.286796536796537
24,17,2,Szkoła podstawowa,3.6363636363636362,6.181818181818182,5.43461791831357
24,17,3,Przedszkole,6.75,10.25,8.5
24,17,3,Szkoła podstawowa,5.88,9.50943396226415,7.694716981132075
24,17,4,Przedszkole,7.4,15.0,10.740151515151515
24,17,4,Szkoła podstawowa,3.0,9.875,5.636264067030321
24,17,5,Gimnazjum,4.0,4.6875,4.34375
24,17,5,Liceum ogólnokształcące,9.545454545454545,9.545454545454545,9.545454545454545
24,17,5,Przedszkole,3.5,10.0,6.75
24,17,5,Szkoła podstawowa,3.0,28.347826086956523,13.13554987212276
24,17,6,Przedszkole,9.4,14.4,11.776666666666666
24,17,6,Szkoła podstawowa,5.611111111111111,13.84,8.394222222222222
24,17,7,Przedszkole,13.444444444444445,13.444444444444445,13.444444444444445
24,17,7,Szkoła podstawowa,3.875,9.96551724137931,6.221348884381339
24,17,8,Przedszkole,6.5,14.5,9.912053571428572
24,17,8,Szkoła podstawowa,0.8823529411764706,10.866666666666667,7.536399710603442
24,17,9,Gimnazjum,5.565217391304348,5.565217391304348,5.565217391304348
24,17,9,Liceum ogólnokształcące,8.0,10.545454545454545,9.272727272727273
24,17,9,Przedszkole,7.833333333333333,8.9375,8.54265873015873
24,17,9,Szkoła podstawowa,3.4210526315789473,10.305555555555555,5.523471750302414
24,17,9,Technikum,9.043478260869565,9.043478260869565,9.043478260869565
24,17,10,Gimnazjum,6.666666666666667,6.666666666666667,6.666666666666667
24,17,10,Przedszkole,7.75,12.5,9.243333333333332
24,17,10,Szkoła podstawowa,3.1739130434782608,9.170212765957446,5.917619145130145
24,17,11,Przedszkole,4.444444444444445,6.625,5.456965811965811
24,17,11,Szkoła podstawowa,3.32,8.23404255319149,5.255574597919406
24,17,12,Przedszkole,8.1875,8.1875,8.1875
24,17,12,Szkoła podstawowa,7.186046511627907,7.186046511627907,7.186046511627907
24,17,13,Przedszkole,3.6153846153846154,9.666666666666666,6.7884768009768
24,17,13,Szkoła podstawowa,2.918918918918919,7.6,5.928480965437487
24,17,14,Przedszkole,7.833333333333333,7.833333333333333,7.833333333333333
24,17,14,Szkoła podstawowa,3.75,9.32258064516129,6.536290322580645
24,17,15,Przedszkole,4.380952380952381,8.692307692307692,7.632580382580383
24,17,15,Szkoła podstawowa,3.6315789473684212,9.418604651162791,7.291370251039774
24,17,15,Technikum,9.461538461538462,9.461538461538462,9.461538461538462
24,61,1,Gimnazjum,0.5,2.6666666666666665,1.218772648919708
24,61,1,Liceum ogólnokształcące,1.0588235294117647,75.85714285714286,10.440706252989349
24,61,1,Przedszkole,1.6333333333333333,17.333333333333332,7.405209821314285
24,61,1,Szkoła podstawowa,0.3333333333333333,17.7027027027027,6.909377316298703
24,61,1,Technikum,0.6875,35.25,9.175445444936338
24,62,1,Gimnazjum,1.8695652173913044,15.0,5.906597750076012
24,62,1,Liceum ogólnokształcące,2.0,50.5,13.783824417655769
24,62,1,Przedszkole,3.3636363636363638,12.0,8.284566567313842
24,62,1,Szkoła podstawowa,0.8,10.542056074766355,7.472651796850142
24,62,1,Technikum,5.90625,10.392156862745098,8.426590908701302
24,63,1,Gimnazjum,0.5714285714285714,8.8,6.022174122174122
24,63,1,Liceum ogólnokształcące,4.444444444444445,35.833333333333336,14.062514345349806
24,63,1,Przedszkole,2.375,12.5,7.952499014377211
24,63,1,Szkoła podstawowa,1.263157894736842,11.088888888888889,6.873915270813653
24,63,1,Technikum,5.166666666666667,8.375,7.20452107952108
24,64,1,Gimnazjum,0.18181818181818182,4.083333333333333,2.118642566010987
24,64,1,Liceum ogólnokształcące,0.35714285714285715,66.5,9.931727064216538
24,64,1,Przedszkole,1.3571428571428572,21.0,9.071612287803335
24,64,1,Szkoła podstawowa,0.7692307692307693,12.291666666666666,7.0773143837326975
24,64,1,Technikum,1.7209302325581395,15.666666666666666,8.607279269034157
24,65,1,Gimnazjum,1.9090909090909092,8.0,4.833333333333333
24,65,1,Liceum ogólnokształcące,1.96,38.75,11.380896749571797
24,65,1,Przedszkole,2.111111111111111,12.777777777777779,8.274011091247933
24,65,1,Szkoła podstawowa,1.4242424242424243,10.691358024691358,7.17886405454728
24,65,1,Technikum,3.5714285714285716,10.052631578947368,7.76546204220228
24,66,1,Gimnazjum,4.6,22.0,12.22
24,66,1,Liceum ogólnokształcące,1.7619047619047619,88.0,16.14264573146152
24,66,1,Przedszkole,1.56,25.0,11.064291969353889
24,66,1,Szkoła podstawowa,0.47619047619047616,17.0,8.375054151666973
24,66,1,Technikum,6.76,11.25,8.318319426279949
24,67,1,Gimnazjum,3.6,10.444444444444445,7.598148148148148
24,67,1,Liceum ogólnokształcące,5.75,47.5,13.513246500088606
24,67,1,Przedszkole,1.7857142857142858,13.461538461538462,8.509228764249048
24,67,1,Szkoła podstawowa,1.5714285714285714,11.365384615384615,8.057130945031744
24,67,1,Technikum,2.1875,11.425531914893616,7.09589739620768
24,68,1,Gimnazjum,0.25,0.25,0.25
24,68,1,Liceum ogólnokształcące,6.694444444444445,53.0,17.11857142857143
24,68,1,Przedszkole,2.2222222222222223,18.333333333333332,9.609872656583184
24,68,1,Szkoła podstawowa,0.7586206896551724,9.156862745098039,7.010169699014402
24,68,1,Technikum,5.978260869565218,9.083333333333334,7.173368339912848
24,69,1,Gimnazjum,1.0,8.4,3.888571428571429
24,69,1,Liceum ogólnokształcące,1.5238095238095237,59.0,13.160830011214605
24,69,1,Przedszkole,1.1,40.0,7.625729922418197
24,69,1,Szkoła podstawowa,0.627906976744186,88.0,7.276009615365567
24,69,1,Technikum,2.1818181818181817,10.1,6.086649506092676
24,70,1,Gimnazjum,14.0,14.0,14.0
24,70,1,Liceum ogólnokształcące,6.666666666666667,10.066666666666666,8.366666666666667
24,70,1,Przedszkole,3.6666666666666665,18.333333333333332,9.015200341388125
24,70,1,Szkoła podstawowa,2.119047619047619,10.333333333333334,7.487596591075855
24,70,1,Technikum,4.571428571428571,6.232558139534884,5.494662236987819
24,71,1,Gimnazjum,7.6923076923076925,7.6923076923076925,7.6923076923076925
24,71,1,Liceum ogólnokształcące,7.423076923076923,21.428571428571427,12.738428238428236
24,71,1,Przedszkole,3.8666666666666667,12.2,8.930680124613948
24,71,1,Szkoła podstawowa,2.638888888888889,10.76086956521739,7.120046712987358
24,71,1,Technikum,0.7777777777777778,9.617021276595745,6.576044129235619
24,72,1,Gimnazjum,5.666666666666667,11.0,7.75
24,72,1,Liceum ogólnokształcące,6.27027027027027,8.65625,7.233199956601119
24,72,1,Przedszkole,5.4,13.777777777777779,9.063006969930234
